source_title,document_id
"AIAA/ASCE/AHS/ASC Structures, Structural Dynamics, and Materials Conference, 2018",627
IEEE Journal of Oceanic Engineering,628
Proceedings of the International Conference on Offshore Mechanics and Arctic Engineering - OMAE,629
"Proceedings of the International Joint Conference on Autonomous Agents and Multiagent Systems, AAMAS",630
"2018 Joint Rail Conference, JRC 2018",631
Geotechnical Special Publication,632
Geotechnical Special Publication,633
"AIAA Modeling and Simulation Technologies Conference, 2018",635
International Journal of Engineering Education,636
"Minerals, Metals and Materials Series",637
Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science,638
IET Conference Publications,639
AIAA Journal,640
Proceedings of SPIE - The International Society for Optical Engineering,641
Proceedings of SPIE - The International Society for Optical Engineering,642
Proceedings of SPIE - The International Society for Optical Engineering,643
Proceedings of the International Masonry Society Conferences,644
Optics InfoBase Conference Papers,645
"Proceedings of the 20th International Conference on Engineering and Product Design Education, E and PDE 2018",646
Proceedings of the International Conference on Offshore Mechanics and Arctic Engineering - OMAE,647
"Pipelines 2018: Utility Engineering, Surveying, and Multidisciplinary Topics - Proceedings of Sessions of the Pipelines 2018 Conference",648
Applied Thermal Engineering,649
Environmental Division 2018 - Core Programming Area at the 2018 AIChE Annual Meeting,650
Journal of Aerospace Information Systems,651
"Pipelines 2018: Utility Engineering, Surveying, and Multidisciplinary Topics - Proceedings of Sessions of the Pipelines 2018 Conference",652
"Pipelines 2018: Utility Engineering, Surveying, and Multidisciplinary Topics - Proceedings of Sessions of the Pipelines 2018 Conference",653
Geotechnical Special Publication,654
"Pipelines 2018: Condition Assessment, Construction, and Rehabilitation - Proceedings of Sessions of the Pipelines 2018 Conference",655
Space Safety and Human Performance,656
Journal of Healthcare Engineering,657
"Pipelines 2018: Condition Assessment, Construction, and Rehabilitation - Proceedings of Sessions of the Pipelines 2018 Conference",658
Geological Society Special Publication,659
Proceedings of SPIE - The International Society for Optical Engineering,660
"Proceedings - IEEE International Conference on Data Mining, ICDM",661
IEEE International Conference on Intelligent Robots and Systems,662
Industrial and Engineering Chemistry Research,663
IEEE International Conference on Intelligent Robots and Systems,664
IEEE Transactions on Antennas and Propagation,665
Annals of Biomedical Engineering,666
IEEE/ACM Transactions on Audio Speech and Language Processing,667
npj Computational Materials,668
IEEE Transactions on Antennas and Propagation,669
Archive for Rational Mechanics and Analysis,670
Lowland Technology International,671
IEEE Transactions on Professional Communication,672
Journal of Sound and Vibration,673
IEEE Transactions on Antennas and Propagation,674
Journal of Reinforced Plastics and Composites,675
IEEE Transactions on Circuits and Systems II: Express Briefs,676
Computer Methods in Applied Mechanics and Engineering,677
IEEE Sensors Journal,678
"Proceedings - 2017 IEEE Cybersecurity Development Conference, SecDev 2017",679
Bioconjugate Chemistry,680
"1st Annual IEEE Conference on Control Technology and Applications, CCTA 2017",681
"1st Annual IEEE Conference on Control Technology and Applications, CCTA 2017",682
IEEE MTT-S International Microwave Symposium Digest,683
International Journal of Construction Education and Research,684
Journal of Professional Issues in Engineering Education and Practice,685
Journal of Manufacturing Processes,686
Journal of Traffic and Transportation Engineering (English Edition),687
IEEE Transactions on Learning Technologies,688
Research in Engineering Design,689
Measurement: Journal of the International Measurement Confederation,690
Midwest Symposium on Circuits and Systems,691
SAE Technical Papers,692
SAE Technical Papers,720
SAE Technical Papers,692
SAE Technical Papers,720
Lab on a Chip,693
Annals of Biomedical Engineering,694
Journal of Technology Education,695
Journal of Computing and Information Science in Engineering,696
International Journal of Industrial Organization,697
Indoor Air,698
"Journal of Medical Devices, Transactions of the ASME",699
Journal of Computing and Information Science in Engineering,700
Osteoarthritis and Cartilage,701
International Journal of Human Computer Studies,702
Physical Review Fluids,703
IEEE International Professional Communication Conference,704
Applied Optics,705
Micromachines,706
IEEE International Conference on Rehabilitation Robotics,707
Journal of Fluid Mechanics,708
Computational Materials Science,709
IEEE Transactions on Antennas and Propagation,710
IEEE Transactions on Aerospace and Electronic Systems,711
IEEE Transactions on Aerospace and Electronic Systems,712
Journal of Mechanical Science and Technology,713
Computational Materials Science,714
Computer-Aided Design and Applications,715
"2017 International Conference on Unmanned Aircraft Systems, ICUAS 2017",716
Proceedings - IEEE International Conference on Robotics and Automation,717
Proceedings - IEEE International Conference on Robotics and Automation,718
Proceedings - IEEE International Conference on Robotics and Automation,719
"2017 17th European Conference on Radiation and Its Effects on Components and Systems, RADECS 2017",721
"2017 17th European Conference on Radiation and Its Effects on Components and Systems, RADECS 2017",722
"Journal of Energy Resources Technology, Transactions of the ASME",723
"Proceedings - 2017 IEEE 17th International Conference on Bioinformatics and Bioengineering, BIBE 2017",724
Journal of Vacuum Science and Technology B: Nanotechnology and Microelectronics,725
Journal of Construction Engineering and Management,726
"Proceedings - 2017 IEEE 17th International Conference on Bioinformatics and Bioengineering, BIBE 2017",727
"Proceedings - 2017 IEEE 17th International Conference on Bioinformatics and Bioengineering, BIBE 2017",728
Proceedings of the American Control Conference,729
"ASEE Annual Conference and Exposition, Conference Proceedings",730
"ASEE Annual Conference and Exposition, Conference Proceedings",731
"ASEE Annual Conference and Exposition, Conference Proceedings",732
"ASEE Annual Conference and Exposition, Conference Proceedings",733
"ASEE Annual Conference and Exposition, Conference Proceedings",734
"ASEE Annual Conference and Exposition, Conference Proceedings",735
"ASEE Annual Conference and Exposition, Conference Proceedings",736
"ASEE Annual Conference and Exposition, Conference Proceedings",737
"ASEE Annual Conference and Exposition, Conference Proceedings",738
Engineering Structures,739
Applied Optics,740
Computer-Aided Design and Applications,741
International Journal of Electronics,742
"Journal of Mechanical Design, Transactions of the ASME",743
Building Simulation,744
Computer Methods in Applied Mechanics and Engineering,745
JOM,746
"11th Annual IEEE International Systems Conference, SysCon 2017 - Proceedings",747
Materials Science and Engineering A,748
IEEE Photonics Technology Letters,749
Biosensors and Bioelectronics,750
Fire Technology,751
Electric Power Systems Research,752
IEEE Transactions on Power Systems,753
JOM,754
Biomaterials,755
JOM,756
Nanotechnology,757
Nanotechnology,758
Computer-Aided Design and Applications,759
Materials and Design,760
Annals of Biomedical Engineering,761
Journal of Mechanisms and Robotics,762
Quality and Reliability Engineering International,763
SAE International Journal of Passenger Cars - Mechanical Systems,764
ACM/IEEE International Conference on Human-Robot Interaction,765
ACM/IEEE International Conference on Human-Robot Interaction,766
Electronics (Switzerland),767
Optimization and Engineering,768
Journal of Water Resources Planning and Management,769
Journal of Management in Engineering,770
International Journal of Multiphase Flow,771
International Journal of Precision Engineering and Manufacturing,772
Risk Analysis,773
Journal of Technology Education,774
Construction and Building Materials,775
Experiments in Fluids,776
Superconductor Science and Technology,777
Materials and Design,778
IEEE Transactions on Antennas and Propagation,779
Structural and Multidisciplinary Optimization,780
IEEE Transactions on Aerospace and Electronic Systems,781
Applied Optics,782
Journal of Hydraulic Engineering,783
"IEEE Transactions on Components, Packaging and Manufacturing Technology",784
Journal of Nonlinear Science,785
"2016 IEEE Photonics Conference, IPC 2016",786
"2016 IEEE Photonics Conference, IPC 2016",787
"AIAA Information Systems-AIAA Infotech at Aerospace, 2017",788
Proceedings of the ASME Turbo Expo,789
Proceedings of the ASME Turbo Expo,790
Transactions of the American Nuclear Society,791
ICCM International Conferences on Composite Materials,792
Proceedings of the 26th USENIX Security Symposium,793
"30th International Technical Meeting of the Satellite Division of the Institute of Navigation, ION GNSS 2017",794
"Proceedings of the 19th International Conference on Engineering and Product Design Education: Building Community: Design Education for a Sustainable Future, E and PDE 2017",795
"Proceedings of the 19th International Conference on Engineering and Product Design Education: Building Community: Design Education for a Sustainable Future, E and PDE 2017",796
"Proceedings of the 19th International Conference on Engineering and Product Design Education: Building Community: Design Education for a Sustainable Future, E and PDE 2017",797
"Proceedings of the 19th International Conference on Engineering and Product Design Education: Building Community: Design Education for a Sustainable Future, E and PDE 2017",798
"Proceedings of the International Conference on Engineering Design, ICED",799
IEEE Geoscience and Remote Sensing Letters,800
10th U.S. National Combustion Meeting,801
10th U.S. National Combustion Meeting,802
10th U.S. National Combustion Meeting,803
10th U.S. National Combustion Meeting,804
Journal of Tissue Engineering,805
CAMX 2017 - Composites and Advanced Materials Expo,806
Proceedings of the International Telemetering Conference,807
Proceedings of the International Telemetering Conference,808
10th U.S. National Combustion Meeting,809
"2017 Fall Technical Meeting of the Western States Section of the Combustion Institute, WSSCI 2017",810
"2017 Fall Technical Meeting of the Western States Section of the Combustion Institute, WSSCI 2017",811
"2017 Fall Technical Meeting of the Western States Section of the Combustion Institute, WSSCI 2017",812
"2017 Fall Technical Meeting of the Western States Section of the Combustion Institute, WSSCI 2017",813
"2017 Fall Technical Meeting of the Western States Section of the Combustion Institute, WSSCI 2017",814
Proceedings of the ASME Design Engineering Technical Conference,815
Proceedings of the ASME Design Engineering Technical Conference,816
Proceedings of the ASME Design Engineering Technical Conference,817
Proceedings of the ASME Design Engineering Technical Conference,818
Proceedings of the ASME Design Engineering Technical Conference,819
Computing and Systems Technology Division 2017 - Core Programming Area at the 2017 AIChE Spring Meeting and 13th Global Congress on Process Safety,820
International Journal of Heat and Mass Transfer,821
International Journal of Heat and Mass Transfer,822
IEEE Transactions on Nuclear Science,823
IEEE Transactions on Nuclear Science,824
International Journal of Heat and Mass Transfer,825
Proceedings of SPIE - The International Society for Optical Engineering,826
SpringerBriefs in Applied Sciences and Technology,827
"AIAA Information Systems-AIAA Infotech at Aerospace, 2017",828
Transportation Research Record,829
AAAI Workshop - Technical Report,830
IGLC 2017 - Proceedings of the 25th Annual Conference of the International Group for Lean Construction,831
IGLC 2017 - Proceedings of the 25th Annual Conference of the International Group for Lean Construction,832
Proceedings of the ASME Turbo Expo,833
"SPE/IADC Drilling Conference, Proceedings",834
"Carbon Management Technology Conference, CMTC 2017: Global CCUS Innovation Nexus",835
"35th Wind Energy Symposium, 2017",836
Journal of Aerospace Information Systems,837
Geotechnical Special Publication,838
Optics InfoBase Conference Papers,839
Optics InfoBase Conference Papers,840
Optics InfoBase Conference Papers,841
Journal of Aerospace Information Systems,842
Geotechnical Special Publication,843
Energy,844
Polyploidy and Hybridization for Crop Improvement,845
10th U.S. National Combustion Meeting,846
Proceedings of the International Telemetering Conference,847
Proceedings of the International Telemetering Conference,848
"2017 Fall Technical Meeting of the Western States Section of the Combustion Institute, WSSCI 2017",849
"2017 Fall Technical Meeting of the Western States Section of the Combustion Institute, WSSCI 2017",850
"2017 Fall Technical Meeting of the Western States Section of the Combustion Institute, WSSCI 2017",851
Proceedings of the ASME Design Engineering Technical Conference,852
Proceedings of the ASME Design Engineering Technical Conference,853
Proceedings of the ASME Design Engineering Technical Conference,854
Proceedings of the ASME Design Engineering Technical Conference,855
Journal of Power Sources,857
"Sensors and Actuators, B: Chemical",858
Society of Petroleum Engineers - SPE Bergen One Day Seminar 2017,859
Nanophotonics,860
"23rd AIAA/CEAS Aeroacoustics Conference, 2017",861
"23rd AIAA/CEAS Aeroacoustics Conference, 2017",862
"23rd AIAA/CEAS Aeroacoustics Conference, 2017",863
"23rd AIAA/CEAS Aeroacoustics Conference, 2017",864
"23rd AIAA/CEAS Aeroacoustics Conference, 2017",865
AIAA SciTech Forum - 55th AIAA Aerospace Sciences Meeting,866
Mechanisms and Machine Science,867
"Proceedings of the International Joint Conference on Autonomous Agents and Multiagent Systems, AAMAS",868
Geotechnical Special Publication,869
CAD Computer Aided Design,870
10th U.S. National Combustion Meeting,871
"Minerals, Metals and Materials Series",872
"Minerals, Metals and Materials Series",873
Proceedings of the ASME Design Engineering Technical Conference,874
Geological Society Special Publication,875
International Symposium on Advances in Computational Heat Transfer,877
Proceedings of SPIE - The International Society for Optical Engineering,878
Geotechnical Special Publication,879
IEEE Transactions on Automatic Control,880
"AIAA SPACE and Astronautics Forum and Exposition, SPACE 2017",881
Polyploidy and Hybridization for Crop Improvement,882
International Journal of Heat and Mass Transfer,883
"Minerals, Metals and Materials Series",884
Proceedings of the International Telemetering Conference,886
"Minerals, Metals and Materials Series",887
IEEE Transactions on Control of Network Systems,888
Innovations in Dryland Agriculture,889
